#SampleID	BarcodeSequence	LinkerPrimerSequence	tissue_date	time	rna_plate	dna_plate	row	col	plate_row	plate_col	collector	date	subpop	Description
LMAN.26.14A0441			LMAN_26	night	KAK_RNA_13	KAK_13	B	8	KAK_13.B	KAK_13.8	Karl	8262014	ts	NC338
LMAN.26.14A0443			LMAN_26	night	KAK_RNA_13	KAK_13	C	8	KAK_13.C	KAK_13.8	Karl	8262014	mixed	Tx303
LMAN.26.14A0447			LMAN_26	night	KAK_RNA_13	KAK_13	D	8	KAK_13.D	KAK_13.8	Karl	8262014	ts	Ki3
LMAN.26.14A0449			LMAN_26	night	KAK_RNA_13	KAK_13	E	8	KAK_13.E	KAK_13.8	Karl	8262014	ts	CML 157Q
LMAN.26.14A0451			LMAN_26	night	KAK_RNA_13	KAK_13	F	8	KAK_13.F	KAK_13.8	Karl	8262014	mixed	A214N
LMAN.26.14A0453			LMAN_26	night	KAK_RNA_13	KAK_13	G	8	KAK_13.G	KAK_13.8	Karl	8262014	mixed	CML 91
LMAN.26.14A0455			LMAN_26	night	KAK_RNA_13	KAK_13	H	8	KAK_13.H	KAK_13.8	Karl	8262014	ss	B73
LMAN.26.14A0456			LMAN_26	night	KAK_RNA_13	KAK_13	A	9	KAK_13.A	KAK_13.9	Karl	8262014	ts	CML228
LMAN.26.14A0457			LMAN_26	night	KAK_RNA_13	KAK_13	B	9	KAK_13.B	KAK_13.9	Karl	8262014	ts	CML 333
LMAN.26.14A0459			LMAN_26	night	KAK_RNA_13	KAK_13	C	9	KAK_13.C	KAK_13.9	Karl	8262014	mixed	F6
LMAN.26.14A0461			LMAN_26	night	KAK_RNA_13	KAK_13	D	9	KAK_13.D	KAK_13.9	Karl	8262014	nss	NC238
LMAN.26.14A0463			LMAN_26	night	KAK_RNA_13	KAK_13	E	9	KAK_13.E	KAK_13.9	Karl	8262014	ts	Tzi 9
LMAN.26.14A0465			LMAN_26	night	KAK_RNA_13	KAK_13	F	9	KAK_13.F	KAK_13.9	Karl	8262014	ts	NC336
LMAN.26.14A0467			LMAN_26	night	KAK_RNA_13	KAK_13	G	9	KAK_13.G	KAK_13.9	Karl	8262014	nss	CI66
LMAN.26.14A0469			LMAN_26	night	KAK_RNA_13	KAK_13	H	9	KAK_13.H	KAK_13.9	Karl	8262014	ts	CML 220
LMAN.26.14A0471			LMAN_26	night	KAK_RNA_13	KAK_13	A	10	KAK_13.A	KAK_13.10	Nick Kelly	8262014	nss	GT112
LMAN.26.14A0473			LMAN_26	night	KAK_RNA_13	KAK_13	B	10	KAK_13.B	KAK_13.10	Nick Kelly	8262014	mixed	CML 323
LMAN.26.14A0475			LMAN_26	night	KAK_RNA_13	KAK_13	C	10	KAK_13.C	KAK_13.10	Nick Kelly	8262014	mixed	SC55
LMAN.26.14A0477			LMAN_26	night	KAK_RNA_13	KAK_13	D	10	KAK_13.D	KAK_13.10	Nick Kelly	8262014	ts	Tzi 18
LMAN.26.14A0479			LMAN_26	night	KAK_RNA_13	KAK_13	E	10	KAK_13.E	KAK_13.10	Nick Kelly	8262014	nss	NC33
LMAN.26.14A0481			LMAN_26	night	KAK_RNA_13	KAK_13	F	10	KAK_13.F	KAK_13.10	Nick Kelly	8262014	mixed	NC366
LMAN.26.14A0483			LMAN_26	night	KAK_RNA_13	KAK_13	G	10	KAK_13.G	KAK_13.10	Nick Kelly	8262014	mixed	D940Y
LMAN.26.14A0485			LMAN_26	night	KAK_RNA_13	KAK_13	H	10	KAK_13.H	KAK_13.10	Nick Kelly	8262014	mixed	Mo18W
LMAN.26.14A0487			LMAN_26	night	KAK_RNA_13	KAK_13	A	11	KAK_13.A	KAK_13.11	Nick Kelly	8262014	ts	CML 158Q
LMAN.26.14A0491			LMAN_26	night	KAK_RNA_13	KAK_13	B	11	KAK_13.B	KAK_13.11	Nick Kelly	8262014	ts	Tzi 11
LMAN.26.14A0493			LMAN_26	night	KAK_RNA_13	KAK_13	C	11	KAK_13.C	KAK_13.11	Nick Kelly	8262014	nss	GA209
LMAN.26.14A0495			LMAN_26	night	KAK_RNA_13	KAK_13	D	11	KAK_13.D	KAK_13.11	Nick Kelly	8262014	mixed	Hi27
LMAN.26.14A0497			LMAN_26	night	KAK_RNA_13	KAK_13	E	11	KAK_13.E	KAK_13.11	Nick Kelly	8262014	ts	CML 38
LMAN.26.14A0499			LMAN_26	night	KAK_RNA_13	KAK_13	F	11	KAK_13.F	KAK_13.11	Nick Kelly	8262014	mixed	SC 213R
LMAN.26.14A0501			LMAN_26	night	KAK_RNA_13	KAK_13	G	11	KAK_13.G	KAK_13.11	Nick Kelly	8262014	mixed	CML 218
LMAN.26.14A0505			LMAN_26	night	KAK_RNA_13	KAK_13	H	11	KAK_13.H	KAK_13.11	Nick Kelly	8262014	ts	CML 238
LMAN.26.14A0507			LMAN_26	night	KAK_RNA_13	KAK_13	A	12	KAK_13.A	KAK_13.12	Nick Kelly	8262014	ts	Ki11
LMAN.26.14A0511			LMAN_26	night	KAK_RNA_13	KAK_13	B	12	KAK_13.B	KAK_13.12	Nick Kelly	8262014	ts	CML 11
LMAN.26.14A0513			LMAN_26	night	KAK_RNA_13	KAK_13	C	12	KAK_13.C	KAK_13.12	Nick Kelly	8262014	ts	A6
LMAN.26.14A0519			LMAN_26	night	KAK_RNA_13	KAK_13	D	12	KAK_13.D	KAK_13.12	Nick Kelly	8262014	ts	CML 314
LMAN.26.14A0521			LMAN_26	night	KAK_RNA_13	KAK_13	E	12	KAK_13.E	KAK_13.12	Nick Kelly	8262014	ts	Ki14
LMAN.26.14A0523			LMAN_26	night	KAK_RNA_13	KAK_13	F	12	KAK_13.F	KAK_13.12	Nick Kelly	8262014	ts	CML277
LMAN.26.14A0525			LMAN_26	night	KAK_RNA_13	KAK_13	G	12	KAK_13.G	KAK_13.12	Nick Kelly	8262014	unknown	KUI2007
LMAN.26.14A0529			LMAN_26	night	KAK_RNA_13	KAK_13	H	12	KAK_13.H	KAK_13.12	Nick Kelly	8262014	ts	Ki44
LMAN.26.14A0533			LMAN_26	night	KAK_RNA_14	KAK_14+	A	1	KAK_14+.A	KAK_14+.1	Nick Kelly	8262014	ts	CML228
LMAN.26.14A0539			LMAN_26	night	KAK_RNA_14	KAK_14+	B	1	KAK_14+.B	KAK_14+.1	Nick Kelly	8262014	ts	CML 261
LMAN.26.14A0547			LMAN_26	night	KAK_RNA_14	KAK_14+	C	1	KAK_14+.C	KAK_14+.1	Nick Kelly	8262014	ts	CML 331
LMAN.26.14A0549			LMAN_26	night	KAK_RNA_14	KAK_14+	D	1	KAK_14+.D	KAK_14+.1	Nick Kelly	8262014	ts	CML 341
LMAN.26.14A0564			LMAN_26	night	KAK_RNA_14	KAK_14+	E	1	KAK_14+.E	KAK_14+.1	Nick Kelly	8262014	unknown	CML206
LMAN.26.14A0565			LMAN_26	night	KAK_RNA_14	KAK_14+	F	1	KAK_14+.F	KAK_14+.1	Nick Kelly	8262014	unknown	CML330
LMAN.26.14A0566			LMAN_26	night	KAK_RNA_14	KAK_14+	G	1	KAK_14+.G	KAK_14+.1	Nick Kelly	8262014	unknown	CML411
LMAN.26.14A0569			LMAN_26	night	KAK_RNA_14	KAK_14+	H	1	KAK_14+.H	KAK_14+.1	Nick Kelly	8262014	unknown	CML504
LMAN.26.14A0571			LMAN_26	night	KAK_RNA_14	KAK_14+	A	2	KAK_14+.A	KAK_14+.2	Nick Kelly	8262014	unknown	CML511
LMAN.26.14A0572			LMAN_26	night	KAK_RNA_14	KAK_14+	B	2	KAK_14+.B	KAK_14+.2	Nick Kelly	8262014	unknown	CML84
LMAN.26.14A0573			LMAN_26	night	KAK_RNA_14	KAK_14+	C	2	KAK_14+.C	KAK_14+.2	Nick Kelly	8262014	unknown	CML85
LMAN.26.14A0574			LMAN_26	night	KAK_RNA_14	KAK_14+	D	2	KAK_14+.D	KAK_14+.2	Nick Kelly	8262014	unknown	CML96
LMAD.8.14A0001			LMAD_8	day	KAK_RNA_7	KAK_14+	E	2	KAK_14+.E	KAK_14+.2	Karl Jeremy	8082014	nss	CM37
LMAD.8.14A0003			LMAD_8	day	KAK_RNA_7	KAK_14+	F	2	KAK_14+.F	KAK_14+.2	Karl Jeremy	8082014	mixed	Mt42
LMAD.8.14A0107			LMAD_8	day	KAK_RNA_8	KAK_14+	G	2	KAK_14+.G	KAK_14+.2	Shu Sara	8082014	ss	A634
LMAD.8.14A0109			LMAD_8	day	KAK_RNA_8	KAK_14+	H	2	KAK_14+.H	KAK_14+.2	Shu Sara	8082014	nss	Va26
